"Timestamp","Title","Company","Location","Description","URL","Industry","Languages","Education - Degree","Educational Concentration","Audio Related Skills","DSP","Audio Software, Libraries & Frameworks","General Software Skills","Operating Systems","Edit Link"
"2017/08/03 5:31:08 PM AST","Senior Audio Systems Engineer","Fitbit","Boston, MA; San Diego, CA; San Francisco, CA","At Fitbit, our mission is to help people lead healthier, more active lives by empowering them with data, inspiration and guidance to reach their goals.

We started our journey in 2007—as a team of two with one big idea. Since then, we’ve grown to over 1,500 employees, sold over 60mm devices, and built a health and fitness community across the globe.  In fact, the Fitbit Community has taken enough steps to walk from the Sun to Pluto!  Offering award-winning products, a top-rated mobile app and an easy-to-use online dashboard, Fitbit provides personalized experiences that help our users reach their goals. With a reenergized focus on innovative devices, interactive experiences, and enterprise health we are transforming the way consumers and businesses see health & fitness.

From your first steps as a Fitbitter, you will be at the forefront of developing new products. Our culture combines the spirit of startup with the perks of being public. We offer a competitive benefits package and amazing perks like unlimited snacks, Friday happy hours, onsite workout classes, and a strong focus on a healthy work-life balance. As part of our team, you’ll have the opportunity to grow your career, contribute your ideas to life-changing products and services, and—above all—have fun doing it.

Fitbit’s HQ campus is located in the heart of San Francisco with office locations in Boston, San Diego and around the world.  Think you’ve found your fit?

Senior Audio Systems Engineer

Discover, create, evaluate, select, and implement audio software, firmware, algorithms and hardware components (microphones, speakers, DSPs).  An audio systems engineer should be able to visualize the full stack for the product and help shape Fitbit’s audio strategy. This position will help lead the development of audio subsystems in Fitbit devices.

Responsibilities:
•Design and deliver audio systems including selection of codecs, amplifiers, microphones, and speakers.
•Work with vendors to provide voice recognition, audio suppression, and detection algorithms.
•Develop with leads from other technologies to realize best in class products.
•Generate proof of concepts that enable product development.
•Collaborate with the software/algorithms team, manufacturing test team, and development teams.
•Collaborate with ID and PD teams on acoustics design of microphone and speaker integrations.
•4 years of experience with relevant audio design work.
•BS or MS in Electrical or Computer Engineering.

Preferred experience:
•Knowledgeable in audio signal processing algorithms (EQ, compression, echo cancellation, etc.) and how to properly tune.
•Drive third party audio component (HW and SW) vendors to customize experiences to meet Fitbit’s expectations.
•Ensure power and performance of Fitbit firmware and hardware meet their ambitious goals.
•Provide DSP tuning of audio algorithms including the echo canceler, noise suppressor, compressor, equalization filter, and gain blocks.
•Perform objective electronic and acoustic measurements of audio products using SoundCheck, Audio Precision, Audio Expert or similar
•Perform linear and non-linear measurements on transducers.
•Define transducer, amplifier and DSP specifications.
•Strong experience designing and shipping high volume consumer audio products
•Tune engineering prototypes by adjusting DSP as the result of objective and subjective measurements.
","https://www.fitbit.com/careers/search#jobs/766481","Electronics","","Bachelors;Masters","Electrical Engineering;Computer Engineering","DSP;Speech;Transducers (Microphones, Speakers, etc);Audio Measurement Tools","Equalization (Eq), Tone Controls;Filtering;Echo Control;Noise;Compression;High Gain","","Hardware - Embedded, System On a Chip (SoC), Microcontrollers, Driver, Kernel;Prototyping;Algorithms","","https://docs.google.com/forms/d/e/1FAIpQLSd9q8gDIeBEIVYcRS94fiT5UIIToxiA1iZi60OPgrLLKLm4Ag/viewform?usp=form_confirm&edit2=2_ABaOnufGO7GagVz2yFCD6Ajghc-lZV1L7AfJMfYjMnOOxD8C5lu3zQhf3vsZtw"
"2017/08/03 5:35:31 PM AST","Sr. Audio DSP Firmware Engineer","Fitbit","San Diego, CA; San Francisco, CA; Boston, MA","At Fitbit, our mission is to help people lead healthier, more active lives by empowering them with data, inspiration and guidance to reach their goals.

We started our journey in 2007—as a team of two with one big idea. Since then, we’ve grown to over 1,500 employees, sold over 60mm devices, and built a health and fitness community across the globe.  In fact, the Fitbit Community has taken enough steps to walk from the Sun to Pluto!  Offering award-winning products, a top-rated mobile app and an easy-to-use online dashboard, Fitbit provides personalized experiences that help our users reach their goals. With a reenergized focus on innovative devices, interactive experiences, and enterprise health we are transforming the way consumers and businesses see health & fitness.

From your first steps as a Fitbitter, you will be at the forefront of developing new products. Our culture combines the spirit of startup with the perks of being public. We offer a competitive benefits package and amazing perks like unlimited snacks, Friday happy hours, onsite workout classes, and a strong focus on a healthy work-life balance. As part of our team, you’ll have the opportunity to grow your career, contribute your ideas to life-changing products and services, and—above all—have fun doing it.

Fitbit’s HQ campus is located in the heart of San Francisco with office locations in Boston, San Diego and around the world.

Think you’ve found your fit?

The Role:

 

As a Sr. Audio DSP Firmware Engineer at Fitbit, your focus will be working with other embedded software engineers, electrical engineers, site/mobile engineers, and third-party vendors to develop a full stack of solutions to deliver audio content. Your work will enable new customer experiences in current and next-generation Fitbit products, and advance our mission to help encourage fitness and wellness. 

We have opportunities for candidates with a range of experience from mid-career to principal engineers.

What You'll Work On:

•Development work may range from low-level bare-metal coding, evaluating and integration of partner solutions, algorithm and codec implementation, and validation and optimization of performance and battery life.


Who You Are:
•Bachelor’s degree in Computer Science, Computer Engineering, or comparable skill
•5+ years professional experience working in RTOS and bare metal environments
•Proven strong coding skill in C
•Proven strong understanding of software design - technology, methods and approaches
•Experience with audio and multimedia development and framework design in embedded products
•Experience implementing partner solutions that integrate partner infrastructure, interfaces, and content
•Experience delivering a product into high volume manufacturing
•Experience with DSP software development and tools
•Familiar with MIPS/RAM/ROM evaluations and budgeting

Preferred Experience: 
•Experience with ultra-low power / ultra-small footprint software design strongly preferred
•Algorithm implementation in SIMD instruction sets and low-power DSPs
•Experience with technologies such as MP3, Vorbis, AAC, speech codecs, beamforming, echo and noise cancellation and reduction, mixing and equalization
•Experience with low level assembly coding and optimization
•Experience with audio test tools such as Soundcheck, Audio Precision
•Experience with DSP SDKs
•Master’s degree preferred
","https://www.fitbit.com/careers/search#jobs/773323","Electronics","C;Assembly","Bachelors;Masters","Computer Science;Computer Engineering","DSP;Real-Time Concepts;Audio Formats (Transcoding, Codec);Speech;Audio Measurement Tools","Mixing;Equalization (Eq), Tone Controls;Echo Control;Noise;Beamforming","","Architecture, Microservices, OOD, Design Patterns;Hardware - Embedded, System On a Chip (SoC), Microcontrollers, Driver, Kernel;Testing, TDD, Debugging, Performance Testing;Algorithms","","https://docs.google.com/forms/d/e/1FAIpQLSd9q8gDIeBEIVYcRS94fiT5UIIToxiA1iZi60OPgrLLKLm4Ag/viewform?usp=form_confirm&edit2=2_ABaOnueMsJlHPXKNPsxoN63wMh9gXlNI4dCoux7PwESFV-xtDMr-Pn22UHNJiQ"
"2017/08/03 5:56:04 PM AST","Software Engineer - Music / Audio Applications","MOTU","Cambridge, MA","We’re seeking highly motivated programmers with a passion for music technology to join a small team of exceptional people, designing and developing the future of music software at MOTU.

You would have the opportunity to work on diverse projects, including Digital Performer, effect plugins, virtual instruments and more. These products are used on hit songs, mega tours, primetime TV and blockbuster films every day.

Responsibilities:
•Extend and enhance MOTU’s suite of music software.
•Design and implement new features.
•Write code and unit tests in C++ and other languages.
•Manage and update automated build systems.
•Interface with beta testers.
•Reproduce, diagnose and fix reported bugs.

Required Qualifications:
•Bachelor’s degree or equivalent in Computer Science.
•Demonstrable experience working in C++.
•Strong understanding of Design Patterns and practical experience with them in real software.
•Familiarity with automated build systems such as Jenkins.
•Experience with Cocoa, iOS or Windows APIs.
•Experience working with other programmers under a source code control system such as git.

Preferred Skills / Knowledge:
•In-depth knowledge of MIDI, audio and signal processing.
•Experience with CoreAudio, Audio Unit, ASIO and VST APIs.
•Experience with C++11, boost and gtest.
•Experience building Clang and Clang Plugins.
•Ability to define, improve and transform software architectures.
•JavaScript, Python and bash scripting.
","http://motu.com/other/career/software-engineer-music-audio?mode=job&iis=Job+Board&iisn=Indeed.com","Music;Audio Technology;Computer Hardware;Computer Software","C++;Python;Javascript","Bachelors","Computer Science","DSP;MIDI;Audio Plugins, AAX, VST","","Audio Units;Core Audio","Architecture, Microservices, OOD, Design Patterns;Testing, TDD, Debugging, Performance Testing","iOS;Windows;OS X","https://docs.google.com/forms/d/e/1FAIpQLSd9q8gDIeBEIVYcRS94fiT5UIIToxiA1iZi60OPgrLLKLm4Ag/viewform?usp=form_confirm&edit2=2_ABaOnudJ03VPgJvlZwnVkQDGIIoLZGEvrjc7vJSANuxueLIzEkpvUoXkrEibJg"
"2017/08/03 6:15:50 PM AST","Audio Programmer","Hangar 13","Novato, CA","Description



AUDIO PROGRAMMER

Let's talk some truth: Making games is hard. It's a collision of art and technology that’s about as predictable as a tornado. There's no secret formula, no foolproof blueprint—but it certainly helps to have a reason for making games in the first place. ""Every Player's Story is Unique."" At Hangar 13, that's why we make games. We’re currently creating an intense action game set in an immersive world and with a strong narrative, but player agency is at the heart of everything we do. We want to give players the freedom to choose how to overcome challenges and make meaningful decisions that shape the world and characters around them.

Hangar 13 is the newest 2K development studio. We’re focused on creating AAA games for console and PC. The studio is comprised of industry veterans drawn from a diverse range of studios, who have collectively shipped hundreds of titles across a wide variety of genres. We are located just thirty minutes north of San Francisco and in production on our first title, Mafia III, available October 7, 2016. We’re currently building our own proprietary engine and tools in service of our next AAA title, still unannounced. 

Summary:
 Hangar 13 is looking for an Audio Programmer who enjoys a collaborative and creative work environment and is looking to push the boundaries of cutting edge Audio.  Research, develop, implement, and debug audio tools and techniques to deliver industry leading audio experience.

Responsibilities:
 Write code that fulfills the functional and technical requirements of the project
Provide the Lead Programmer with feedback regarding the time allotted to assigned tasks
Assist the audio designers with the creation of cutting edge audio environments within technical requirements
Optimize audio game subsystem by taking full advantage of target hardware and architecture
Work with Wwise middleware and proprietary existing software technology, and build new technology in order to fulfill the project’s technical requirements
Research coding techniques and algorithms in order to keep current on technological developments and advancements in the game industry
Identify technical and developmental risks/obstacles and generate solutions to overcome identified risks
Participate on development of low level systems like streaming, generic serialization, entity system and more

Qualifications: 

Education and experience:
 Bachelor’s degree in Computer Science or related discipline
3+ years of programming experience on commercial software projects
Experience developing for games; preferably: action, FPS or 3PS titles
Shipped one or more AAA game titles
Experience with multi-processor programming
Experience developing for game consoles
Experience working on multi-platform software projects

Skills:
 Expertise in C / C++
Experience with AudioKinetic - Wwise
Strong 3D math skills
Ability to research, analyze and optimize code to meet performance requirements
Ability to learn and master new technologies and code
Ability to work independently and efficiently under reasonable deadlines
","http://www.creativeheads.net/job/16660/audio-programmer-in-novato","Games","C++;C","","Computer Science","","","Wwise","Hardware - Embedded, System On a Chip (SoC), Microcontrollers, Driver, Kernel;Testing, TDD, Debugging, Performance Testing;Multiplatform;Algorithms;Games;Math","","https://docs.google.com/forms/d/e/1FAIpQLSd9q8gDIeBEIVYcRS94fiT5UIIToxiA1iZi60OPgrLLKLm4Ag/viewform?usp=form_confirm&edit2=2_ABaOnud24uzIbKetRqyk7QBgiHCqamnmxZh3kOBinMfmo9SYJ0I2gttmrQkxsA"
"2017/08/03 6:29:57 PM AST","Audio DSP Engineer","Apple","Culver City, CA; Cupertino, CA","Audio DSP Engineer
Job Number: 99707870
Culver City, California, United States
Posted: Aug. 3, 2017
Weekly Hours: 40.00

Job Summary

This position can be located in Culver City or Cupertino, Ca. The IMG Audio team is seeking a highly motivated candidate for a DSP Engineering position. In this role, you will support team efforts in the development of audio software/firmware and the algorithms to improve audio performance and add features to our next generation of Apple products. You will work with closely with hardware, application and QA team members to integrate solutions into products.


Key Qualifications
◾5+ years experience in embedded audio platforms
◾Excellent C/C++ coding skills
◾Optimizing code for programmable DSP's
◾Making algorithmic enhancements in a low complexity environment
◾Bringing up audio hardware and prototyping systems.

Description

The ideal candidate has experience in the field of DSP software/firmware, systems integration and algorithms of music and voice processing.

Education

MS or PhD in CS or EE
","https://jobs.apple.com/us/search?#&ss=audio&t=0&so=&lo=0*USA&pN=0&openJobId=99707870","Electronics;Computer Hardware;Computer Software","C++;C","Bachelors;Masters","Computer Science;Electrical Engineering","DSP;Music Theory, Music Analysis, Feature Extraction, Audio Analysis;Speech","","","Hardware - Embedded, System On a Chip (SoC), Microcontrollers, Driver, Kernel;Prototyping;Algorithms","","https://docs.google.com/forms/d/e/1FAIpQLSd9q8gDIeBEIVYcRS94fiT5UIIToxiA1iZi60OPgrLLKLm4Ag/viewform?usp=form_confirm&edit2=2_ABaOnucmk9eTTZV3aAYK3ZUOkw6HpblGEXu_cpW8Y7tKbhQaFeliibiy0awUBA"
"2017/08/03 6:33:42 PM AST","Audio Driver Engineer","Apple","Santa Clara Valley, CA","Audio Driver Engineer
Job Number: 55827687
Santa Clara Valley, California, United States
Posted: Apr. 28, 2017
Weekly Hours: 40.00

Job Summary

The IMG Audio team is seeking a highly motivated, hands-on Sr Audio Driver Engineer. In this role is directly responsible for the development of all aspects of audio drivers for the Macintosh hardware as well as iOS platform. Candidates will work hand-in-hand with the IMG Audio team, innovating in small groups with high initiative. This position will make significant engineering contributions to industry-leading Mac OS and iOS hardware products. 


Key Qualifications
◾Excellent programming skills and knowledge of C/C++ and OOP
◾Experience with driver or operating system development
◾Good understanding of multi-core embedded HW System and RTOS.
◾Good understanding of computer architecture.
◾Should be familiar with compilers, linkers, and source code management utilities.
◾Able to review hardware engineering schematics
◾An interest in audio and improving audio on Mac and iOS platforms
◾Highly motivated and self-directed, quick learner.

Description

As a Senior Audio Driver will be responsible for all aspects of project-based audio driver design and software development. engineer, This position will also be responsible for the development of the audio drivers for new hardware, maintain existing drivers and help bring up new audio hardware. Responsibilities include: •Design and implement audio drivers and audio software tools •Driver bring up on new codecs and audio transports •Kernel level debugging •Participate in audio hardware design reviews •Debug prototype software and hardware •Participate in medium and large scale software engineering processes •Create and maintain engineering documents 

Education

BS or M.S. in Computer Science or equivalent industry experience 
","https://jobs.apple.com/us/search?#&ss=audio&t=0&so=&lo=0*USA&pN=0&openJobId=55827687","Electronics;Computer Hardware;Computer Software","C++;C","Bachelors;Masters;Equivalent Experience","Computer Science","Real-Time Concepts;Audio Formats (Transcoding, Codec);Audio Transmission","","","Architecture, Microservices, OOD, Design Patterns;Hardware - Embedded, System On a Chip (SoC), Microcontrollers, Driver, Kernel;Testing, TDD, Debugging, Performance Testing;Prototyping","iOS;OS X","https://docs.google.com/forms/d/e/1FAIpQLSd9q8gDIeBEIVYcRS94fiT5UIIToxiA1iZi60OPgrLLKLm4Ag/viewform?usp=form_confirm&edit2=2_ABaOnufc9rTIVYudJv-Te7t-Q8tJ4Zqnjh7uPjZ6-RcyJKJlMbN57i7C0UpsTg"
"2017/08/03 6:39:11 PM AST","Siri Speech Audio Engineer","Apple","Santa Clara Valley","Siri Speech Audio Engineer
Job Number: 52565019
Santa Clara Valley, California, United States
Posted: Apr. 11, 2017
Weekly Hours: 40.00

Job Summary

The Siri Speech team is looking for talented and motivated Tools Engineer who is passionate about debugging and solving complex problems in human-computer interaction involving spoken language, audio and machine learning. As member of the team, you will work with talented researchers and engineers and will be responsible for designing and creating innovative automation tools to improve end-to-end Siri experience on various devices in the Siri ecosystem. 


Key Qualifications
◾Approximately 3+ years of experience on design and implementing automation tools for engineering teams.
◾Excellent in creative problem solving and debugging in speech and audio systems.
◾Strong skills in script language such as Python, Ruby, and Shell scripting.
◾Experience with Speech/Audio analysis, measurement and classification.
◾Experience in Audio, DSP, and speech recognition systems.

Description

Create automation tools for audio/data collection and analysis. Build rapid prototypes for automation software for testing and automation for Siri. Analyze logs and audio to mine and debug problems on the client as well as the sever. Communicate and work with cross-functional teams. Familiarity with mobile automation frameworks and large scale data analysis using MapReduce, SGE 

Education

B.S. in Computer Science or equivalent
","https://jobs.apple.com/us/search?#&ss=audio&t=0&so=&lo=0*USA&pN=0&openJobId=52565019","Electronics;Voice / Speech;Computer Hardware;Computer Software","Python;Ruby;Shell Scripting","Bachelors;Equivalent Experience","Computer Science","DSP;Speech;Audio Measurement Tools","Classification","","Testing, TDD, Debugging, Performance Testing;Machine Learning;Big Data","","https://docs.google.com/forms/d/e/1FAIpQLSd9q8gDIeBEIVYcRS94fiT5UIIToxiA1iZi60OPgrLLKLm4Ag/viewform?usp=form_confirm&edit2=2_ABaOnudET7yPYzR7G2906G-ayryjowb6inlOSJrPEw5WmXV8kiDNzliAklN-jA"
"2017/08/03 6:42:28 PM AST","Spatial Audio Software Engineer","Apple","Santa Clara Valley","Spatial Audio Software Engineer
Job Number: 83590597
Santa Clara Valley, California, United States
Posted: Jun. 18, 2017
Weekly Hours: 40.00

Job Summary

 The Interactive Media Group (IMG) is at the center of Apple’s innovative products, including the Mac, iPhone, iPad, Apple Watch, Apple TV, macOS, iOS, watchOS and tvOS. IMG’s Core Audio team provides audio foundation for various high profile features like Siri, phone calls, Face Time, media capture, playback, and API’s for third party developers to enrich our platforms. The team is looking for talented engineers who are passionated about building audio software products for millions of customers and care about overall user experience. You will be revolutionizing the audio experience for game and future audio technologies. 


Key Qualifications
◾Solid C++ skills
◾Technical understanding of audio technologies.
◾Experience working with Core Audio APIs is desirable
◾Key Advantage : Experience with audio software subsystems including DAWs, Game Audio Engines including Unreal, Unity and/or audio middleware for game and AR/VR applications.
◾Experience with Spatial audio formats (Atmos, HOA etc) is desirable.
◾Experience with Metal and general working of GPU systems.
◾Experience with SIMD, writing highly optimized audio algorithms
◾Experience with 3D Math (Linear Algebra, Computational Geometry etc.) a plus.
◾4+ years of software development

Description

The ideal candidate must be a self-starter with excellent communication skills and attention to detail. The candidate must be a team player, but also be able to work effectively on their own. The fast-paced nature of the job requires a candidate who can work well under pressure. We are seeking someone who is passionate about audio and is interested in improving the quality of audio experience for our customers.

Education

MS in Computer Science or Engineering (or equivalent industry experience)
","https://jobs.apple.com/us/search?#&ss=audio&t=0&so=&lo=0*USA&pN=0&openJobId=83590597","Electronics;Computer Hardware;Computer Software","C++","Equivalent Experience","Computer Science;Engineering","Spatial Sound, 3D Sound, Higher Order Ambisonics (HOA), Head Related Transfer Functions (HRTF), Stereo Image Separation","","Unreal;Unity;Core Audio;General Digital Audio Workstations (DAW)","Algorithms;Games;Math","","https://docs.google.com/forms/d/e/1FAIpQLSd9q8gDIeBEIVYcRS94fiT5UIIToxiA1iZi60OPgrLLKLm4Ag/viewform?usp=form_confirm&edit2=2_ABaOnudg5p-ucK1oOfUoTSih5nHPBvHb481ieGHGHTB9OcPFKnkzKAFVMqH8dQ"
"2017/08/03 6:45:42 PM AST","Core Audio Software Engineer","Apple","Santa Clara Valley, CA","Core Audio Software Engineer
Job Number: 83788641
Santa Clara Valley, California, United States
Posted: Jun. 20, 2017
Weekly Hours: 40.00

Job Summary

The Interactive Media Group (IMG) is at the center of Apple’s innovative products, including the Mac, iPhone, iPad, Apple Watch, Apple TV, macOS, iOS, watchOS and tvOS. IMG’s Core Audio team provides audio foundation for various high profile features like Siri, phone calls, Face Time, media capture, playback, and API’s for third party developers to enrich our platforms. The team is looking for talented engineers who are passionated about building audio software products for millions of customers and care about overall user experience. You will be pushing the boundaries of spatial audio experience for future technologies. 


Key Qualifications
◾Solid C++ skills
◾Technical understanding of audio technologies.
◾Experience working with Core Audio APIs is desirable
◾Key Advantage : Experience with audio engines, applications or libraries with audio features
◾Advantage : Experience with API design
◾4+ years of software development

Description

The ideal candidate must be a self-starter with excellent communication skills and attention to detail. The candidate must be a team player, but also be able to work effectively on their own. The fast-paced nature of the job requires a candidate who can work well under pressure. We are seeking someone who is passionate about audio and is interested in improving the quality of audio experience for our customers.

Education

MS in Computer Science or Engineering (or equivalent industry experience)
","https://jobs.apple.com/us/search?#&ss=audio&t=0&so=&lo=0*USA&pN=0&openJobId=83788641","Electronics;Computer Hardware;Computer Software","C++","Bachelors;Masters;Equivalent Experience","Computer Science","","","Core Audio","","","https://docs.google.com/forms/d/e/1FAIpQLSd9q8gDIeBEIVYcRS94fiT5UIIToxiA1iZi60OPgrLLKLm4Ag/viewform?usp=form_confirm&edit2=2_ABaOnue5QgzXSsdq8qWW-kklh9qbKH87mSZ1ly4sIVOisVe87glWT299nuouDA"
"2017/08/03 6:48:41 PM AST","Audio DSP Engineering Intern","Apple","Santa Clara Valley","Audio DSP Engineering Intern
Job Number: 86351924
Santa Clara Valley, California, United States
Posted: Jul. 18, 2017
Weekly Hours: 40.00

Job Summary

The IMG Audio DSP team is looking for bright, talented and energetic individuals with a strong track record of DSP Algorithm development, research and deployment of DSP implementations in shipping products, to fill a mid to senior level position in our world-class organization. The ideal candidate will be well versed in state of the art microphone array processing techniques for Acoustic Echo Cancellation, Speech Enhancement in noisy, reverberant and multi-talker environments, general Audio Digital Signal Processing (DSP), and Adaptive Filtering. 


Key Qualifications
◾Excellent theoretical knowledge of fundamental DSP concepts and Adaptive filtering.
◾Excellent software programming skills in C, C++ & Matlab.
◾Excellent knowledge of Audio DSP applications.

Description

Our team is part of the Interactive Media Group (IMG) that provides the audio, video, and graphics foundation across all of Apple's innovative products, including iPhone, iPod, iPad, Apple TV, iTunes, Laptops and iMacs. The work we do in the Audio DSP team is crucial to music and speech processing on all Apple devices and directly impacts the end user experience with respect to high profile applications such as Telephony, FaceTime, Siri, Music Playback and Audio/Video Capture. This is a tremendous opportunity to work on cutting edge DSP algorithms and take Apple's hugely popular devices to an even higher level. 

Education

PhD in Audio DSP, Computer Science, Electrical Engineering or related fields
","https://jobs.apple.com/us/search?#&ss=audio&t=0&so=&lo=0*USA&pN=0&openJobId=86351924","Electronics;Computer Hardware;Computer Software","C++;C;Matlab","PhD","Computer Science;Electrical Engineering;Related Field","DSP;Speech;Transducers (Microphones, Speakers, etc)","Filtering;Echo Control;Noise;Reverb","","Algorithms","","https://docs.google.com/forms/d/e/1FAIpQLSd9q8gDIeBEIVYcRS94fiT5UIIToxiA1iZi60OPgrLLKLm4Ag/viewform?usp=form_confirm&edit2=2_ABaOnudfq7T4L1n2Gu9m1vsKmlJdu_7I-lxa2jVZHC1pwDk5OzCNrMqhBEGxVg"
"2017/08/03 6:52:39 PM AST","Core Audio Software Engineer","Apple","Santa Clara Valley, California","Core Audio Software Engineer
Job Number: 70888589
Santa Clara Valley, California, United States
Posted: Jun. 6, 2017
Weekly Hours: 40.00

Job Summary

The Interactive Media Group (IMG) provides the audio, video, and graphics foundation across all of Apple's innovative products, including iPhone, iPod, iPad, Apple TV, Apple Watch, iTunes, and Mac OS X, as well as professional and consumer applications from Final Cut and Logic to iLife and iWork. The Core Audio team within IMG is looking for a software engineer with experience and passion in audio systems implementation to work on the audio infrastructure of Apple's devices. The work we do is crucial to Audio, Music and Speech processing across all of Apple's platforms and directly impacts the end user experience with respect to high profile features such as Siri, Phone Calls, Music/Movie Playback etc. These platforms and features have a considerable level of complexity in the way that audio is routed through the system and integrates the various hardware pieces that are available. The design intuition we are looking for should lean towards elegance and simplicity. The position will involve developing and enhancing the software components and features that are responsible for real-time audio applications. 


Key Qualifications
◾Excellent software system design/programming skills in C++ and/or objective C
◾3+ years of software development experience
◾Experience working with digital audio is preferred

Description

The ideal candidate must be a self-starter with excellent communication skills and attention to detail. The candidate must be a team player, but also be able to work effectively on their own. The fast-paced nature of the job requires a candidate who can work well under pressure. We are seeking someone who is passionate about audio and is interested in improving the quality of audio experience for our customers. 

Education

BS/MS/PhD in CS, EE, or related
","https://jobs.apple.com/us/search?#&ss=audio&t=0&so=&lo=0*USA&pN=0&openJobId=70888589","Electronics;Computer Hardware;Computer Software","C++;C;Objective-C","Bachelors;Masters;PhD","Computer Science;Electrical Engineering;Related Field","Real-Time Concepts;Music;Speech","","Core Audio","","","https://docs.google.com/forms/d/e/1FAIpQLSd9q8gDIeBEIVYcRS94fiT5UIIToxiA1iZi60OPgrLLKLm4Ag/viewform?usp=form_confirm&edit2=2_ABaOnufFQfHdAaKR_rhAdbEOVupt7Xhu3DMSOolY5Gv-3_cpFedP2q3dDiIdeg"
"2017/08/03 6:55:38 PM AST","Audio Systems Software Engineer","Apple","Santa Clara Valley","Audio Systems Software Engineer
Job Number: 52576264
Santa Clara Valley, California, United States
Posted: Jun. 21, 2017
Weekly Hours: 40.00

Job Summary

The HomePod software team is looking for software engineers with a passion for designing great Audio products to provide world class innovation on this exciting new product. We need individuals with strong technical and programming backgrounds as well as a good understanding on how to deliver a solid customer experience on a unique platform. 


Key Qualifications
◾5+ years of software development experience
◾Deep understanding of Software architecture design and fundamentals, such as multithreading, abstractions, testing, and design
◾Knowledge of Apple Technologies such as GCD, HomeKit, UIKit, Foundation
◾Able to complete large scale tasks independently
◾Expert knowledge of C++ and Objective-C
◾Experience with Audio products a plus

Description

The ideal candidate would be an individual who has built and deployed applications and tools for standalone embedded systems. Must be a self-starter with excellent communications skills and attention to detail. Individual will be working on backend/middleware software for both Media Playback applications and for command line tools. This is an excellent position for somebody who wants to have exposure to many different technologies, and is looking for the challenge of both designing and implement robusting software solutions.

Education

BS or MS in Computer Science or equivalent 
","https://jobs.apple.com/us/search?#&ss=audio&t=0&so=&lo=0*USA&pN=0&openJobId=52576264","Electronics;Computer Hardware;Computer Software","C++;Objective-C","Bachelors;Masters;Equivalent Experience","Computer Science","","","","Architecture, Microservices, OOD, Design Patterns;Hardware - Embedded, System On a Chip (SoC), Microcontrollers, Driver, Kernel;Testing, TDD, Debugging, Performance Testing","","https://docs.google.com/forms/d/e/1FAIpQLSd9q8gDIeBEIVYcRS94fiT5UIIToxiA1iZi60OPgrLLKLm4Ag/viewform?usp=form_confirm&edit2=2_ABaOnueGWLfMyhYoCr9MFpJKTd7vxEuhnNQyec4kmEBeEjI7ux39TT7VUNTokw"
"2017/08/03 6:58:39 PM AST","Integrated Audio Acoustic Engineer","Apple","Santa Clara Valley, CA","Integrated Audio Acoustic Engineer
Job Number: 57591671
Santa Clara Valley, California, United States
Posted: May. 29, 2017
Weekly Hours: 40.00

Job Summary

The Audio Accessories Group is looking for an audio system engineer to work alongside product teams to prototype and develop audio concepts and products. This engineer will work closely with the product design, audio validation, and software teams to ensure the success of current and future Apple products.


Key Qualifications
◾Audio prototyping skills (e.g. Matlab)
◾Experience in speaker/audio system design, digital signal processing, psycho-acoustics and feature validation
◾Knowledge of acoustic transducer fundamentals (speaker and microphone) in the context of acoustic system design, as well as associated audio measurement procedures
◾High volume consumer electronics experience
◾Experience with statistical analysis
◾Excellent written and verbal communication skills
◾Proven track record of developing audio prototypes quickly and efficiently (inc. hardware & software components)
◾Is a self-starter and can work autonomously with high levels of success
◾Is able to apply innovative simple solutions to complex problems

Description

 Prototyping and evaluating new audio concepts and products, which will require high level hardware prototyping and potentially software prototyping (e.g. Matlab). Measurement & testing audio prototypes. Support local and international hardware builds.

Education

MS or 5+ years of professional experience preferably specializing in acoustics 
","https://jobs.apple.com/us/search?#&ss=audio&t=0&so=&lo=0*USA&pN=0&openJobId=57591671","Electronics;Computer Hardware;Computer Software","Matlab","Masters","Acoustics","DSP;Music Theory, Music Analysis, Feature Extraction, Audio Analysis;Sound Design, Sound Engineering, Acoustics;Transducers (Microphones, Speakers, etc)","","","Prototyping","","https://docs.google.com/forms/d/e/1FAIpQLSd9q8gDIeBEIVYcRS94fiT5UIIToxiA1iZi60OPgrLLKLm4Ag/viewform?usp=form_confirm&edit2=2_ABaOnuf9H1mt_tWmn9gBHFVjxTKbvAzwpm2HshZdH_8AmBF4S_uNKt-elOI"
